icb_ons_code,appointment_month,appointment_status,hcp_type,appointment_mode,time_between_book_and_appointment,count_of_appointments
E54000044,5-20,Attended,Other Practice staff,Home Visit,2 to 7 Days,138
E54000048,12-20,DNA,GP,Home Visit,Same Day,2
E54000022,6-22,DNA,Other Practice staff,Home Visit,22  to 28 Days,1
E54000057,4-22,Unknown,Unknown,Face-to-Face,22  to 28 Days,4
E54000027,1-22,Unknown,Unknown,Unknown,2 to 7 Days,293
E54000050,7-21,Attended,Other Practice staff,Home Visit,8  to 14 Days,57
E54000037,10-21,Unknown,Other Practice staff,Face-to-Face,Same Day,3144
E54000008,2-20,DNA,Other Practice staff,Home Visit,22  to 28 Days,1
E54000048,11-20,Attended,Unknown,Face-to-Face,8  to 14 Days,2
E54000061,3-21,Attended,GP,Face-to-Face,More than 28 Days,278
E54000036,9-20,DNA,GP,Telephone,Same Day,917
E54000025,11-20,Unknown,GP,Home Visit,2 to 7 Days,5
E54000057,7-21,Attended,GP,Face-to-Face,Unknown / Data Quality,7
E54000061,4-21,Attended,Other Practice staff,Home Visit,8  to 14 Days,14
E54000026,4-21,Unknown,Other Practice staff,Face-to-Face,22  to 28 Days,51
E54000050,5-20,Unknown,Other Practice staff,Telephone,15  to 21 Days,23
E54000025,12-21,DNA,Other Practice staff,Telephone,More than 28 Days,30
E54000050,11-20,DNA,Unknown,Unknown,8  to 14 Days,170
E54000027,2-22,DNA,Unknown,Telephone,1 Day,4
E54000057,3-20,Attended,GP,Telephone,8  to 14 Days,1351
E54000039,9-20,DNA,Unknown,Face-to-Face,22  to 28 Days,295
E54000010,9-20,Unknown,Unknown,Home Visit,15  to 21 Days,3
E54000040,4-21,DNA,GP,Video/Online,2 to 7 Days,1
E54000043,4-21,Unknown,Other Practice staff,Home Visit,Same Day,2
E54000054,3-22,DNA,GP,Home Visit,Same Day,1
E54000057,6-21,Attended,Other Practice staff,Video/Online,1 Day,3
E54000029,2-22,DNA,GP,Video/Online,2 to 7 Days,10
E54000061,1-20,Unknown,GP,Face-to-Face,More than 28 Days,503
E54000028,9-20,Unknown,Unknown,Telephone,15  to 21 Days,4
E54000048,4-22,Attended,Unknown,Home Visit,1 Day,6
E54000008,11-20,Unknown,Unknown,Face-to-Face,1 Day,13
E54000041,5-20,Unknown,GP,Video/Online,1 Day,3
E54000044,4-20,DNA,GP,Telephone,15  to 21 Days,8
E54000030,9-21,Attended,Other Practice staff,Home Visit,8  to 14 Days,69
E54000051,3-21,Attended,Other Practice staff,Telephone,15  to 21 Days,641
E54000041,7-21,DNA,GP,Telephone,2 to 7 Days,48
E54000024,6-22,Attended,GP,Video/Online,22  to 28 Days,408
E54000034,4-21,Attended,GP,Unknown,22  to 28 Days,1
E54000026,1-22,DNA,Other Practice staff,Face-to-Face,2 to 7 Days,332
E54000057,3-22,DNA,Other Practice staff,Telephone,Same Day,153
E54000061,1-21,Unknown,Other Practice staff,Face-to-Face,Same Day,294
E54000060,4-22,Unknown,GP,Telephone,8  to 14 Days,16
E54000010,8-20,Unknown,GP,Face-to-Face,More than 28 Days,2
E54000023,8-20,Attended,Other Practice staff,Face-to-Face,1 Day,4291
E54000039,10-21,Unknown,Unknown,Face-to-Face,Same Day,190
E54000041,5-22,Attended,Other Practice staff,Telephone,Unknown / Data Quality,4
E54000028,10-20,DNA,GP,Unknown,More than 28 Days,1
E54000022,5-20,Unknown,Unknown,Home Visit,2 to 7 Days,11
E54000010,1-21,Unknown,Unknown,Face-to-Face,2 to 7 Days,828
E54000032,9-21,Attended,Other Practice staff,Video/Online,8  to 14 Days,68
E54000010,4-22,Attended,Unknown,Telephone,15  to 21 Days,1
E54000008,1-22,Attended,Other Practice staff,Face-to-Face,1 Day,5111
E54000008,3-22,Attended,Other Practice staff,Telephone,2 to 7 Days,9822
E54000048,9-21,Attended,GP,Face-to-Face,8  to 14 Days,1734
E54000038,2-20,Attended,Other Practice staff,Telephone,2 to 7 Days,1129
E54000053,10-20,Attended,Other Practice staff,Face-to-Face,15  to 21 Days,4352
E54000038,6-21,Attended,Other Practice staff,Telephone,1 Day,2069
E54000051,12-21,Attended,GP,Video/Online,15  to 21 Days,23
E54000038,7-20,DNA,GP,Face-to-Face,1 Day,128
E54000008,2-22,Attended,Other Practice staff,Home Visit,8  to 14 Days,221
E54000010,2-22,Attended,Unknown,Face-to-Face,More than 28 Days,1
E54000062,2-20,Unknown,Unknown,Home Visit,2 to 7 Days,143
E54000048,2-21,DNA,GP,Face-to-Face,Same Day,50
E54000057,1-22,Attended,Unknown,Home Visit,22  to 28 Days,1
E54000023,2-22,Attended,GP,Face-to-Face,22  to 28 Days,430
E54000027,7-20,Attended,Other Practice staff,Face-to-Face,1 Day,22661
E54000026,10-21,Unknown,GP,Telephone,22  to 28 Days,23
E54000048,3-21,DNA,Other Practice staff,Home Visit,15  to 21 Days,1
E54000015,7-20,Attended,Unknown,Unknown,More than 28 Days,17
E54000041,1-20,DNA,Unknown,Unknown,8  to 14 Days,56
E54000048,5-21,Unknown,Other Practice staff,Home Visit,15  to 21 Days,30
E54000037,11-21,Unknown,GP,Telephone,1 Day,274
E54000038,6-21,Attended,Other Practice staff,Telephone,2 to 7 Days,4174
E54000031,12-21,Unknown,Unknown,Face-to-Face,8  to 14 Days,7
E54000038,10-20,DNA,Unknown,Face-to-Face,22  to 28 Days,45
E54000026,11-21,Unknown,GP,Telephone,1 Day,46
E54000008,5-20,Unknown,GP,Face-to-Face,Same Day,299
E54000026,1-20,Unknown,Other Practice staff,Telephone,8  to 14 Days,17
E54000023,5-20,Attended,GP,Telephone,Same Day,15923
E54000061,9-21,Attended,GP,Face-to-Face,Same Day,17410
E54000034,1-21,Unknown,GP,Unknown,Same Day,7
E54000058,1-21,Unknown,GP,Telephone,2 to 7 Days,400
E54000057,5-22,DNA,Unknown,Face-to-Face,2 to 7 Days,8
E54000061,9-21,DNA,Unknown,Face-to-Face,8  to 14 Days,8
E54000044,5-22,DNA,GP,Telephone,Same Day,429
E54000008,3-22,Attended,Other Practice staff,Unknown,22  to 28 Days,210
E54000057,3-21,DNA,GP,Telephone,More than 28 Days,1
E54000015,2-20,DNA,Unknown,Unknown,More than 28 Days,42
E54000015,2-20,Unknown,Other Practice staff,Home Visit,8  to 14 Days,1
E54000010,4-20,Unknown,Unknown,Unknown,22  to 28 Days,7
E54000037,11-21,Attended,GP,Telephone,2 to 7 Days,23327
E54000053,9-20,Attended,Other Practice staff,Face-to-Face,1 Day,6080
E54000044,6-20,DNA,Other Practice staff,Unknown,Same Day,272
E54000008,6-22,Attended,GP,Face-to-Face,8  to 14 Days,2227
E54000051,4-22,Attended,Unknown,Unknown,Unknown / Data Quality,2
E54000040,8-20,Unknown,GP,Face-to-Face,2 to 7 Days,1032
E54000057,5-21,Unknown,Other Practice staff,Home Visit,More than 28 Days,15
E54000054,3-22,DNA,Other Practice staff,Face-to-Face,15  to 21 Days,863
E54000057,12-20,Attended,GP,Video/Online,1 Day,5
E54000043,1-20,Unknown,GP,Unknown,1 Day,24
E54000011,4-21,Unknown,GP,Home Visit,2 to 7 Days,26
E54000061,6-21,DNA,Other Practice staff,Telephone,1 Day,73
E54000026,6-20,DNA,Unknown,Unknown,8  to 14 Days,1
E54000059,6-22,Attended,Other Practice staff,Face-to-Face,Unknown / Data Quality,15
E54000050,7-20,Unknown,GP,Telephone,More than 28 Days,1
E54000025,2-22,Attended,Unknown,Unknown,More than 28 Days,65
E54000061,1-20,Attended,Unknown,Unknown,22  to 28 Days,47
E54000019,6-20,Unknown,GP,Telephone,22  to 28 Days,22
E54000031,7-20,Attended,GP,Unknown,2 to 7 Days,3865
E54000056,10-20,DNA,Other Practice staff,Telephone,More than 28 Days,10
E54000026,2-22,DNA,Other Practice staff,Face-to-Face,15  to 21 Days,212
E54000026,4-21,Unknown,Other Practice staff,Unknown,More than 28 Days,3
E54000010,5-22,Attended,Other Practice staff,Home Visit,1 Day,9
E54000062,9-21,Attended,Unknown,Face-to-Face,Unknown / Data Quality,1
E54000057,3-21,DNA,GP,Face-to-Face,Unknown / Data Quality,1
E54000025,9-21,Attended,GP,Face-to-Face,Unknown / Data Quality,12
E54000050,3-20,Unknown,GP,Face-to-Face,1 Day,77
E54000048,1-21,Unknown,GP,Telephone,15  to 21 Days,33
E54000050,8-20,Attended,Other Practice staff,Home Visit,2 to 7 Days,22
E54000039,10-21,Unknown,GP,Unknown,Same Day,50
E54000053,6-21,Unknown,GP,Face-to-Face,8  to 14 Days,99
E54000024,4-21,Unknown,GP,Face-to-Face,22  to 28 Days,135
E54000008,5-20,Attended,GP,Telephone,8  to 14 Days,205
E54000037,4-22,DNA,GP,Video/Online,More than 28 Days,11
E54000022,5-22,Attended,Other Practice staff,Home Visit,2 to 7 Days,300
E54000015,6-20,Attended,GP,Video/Online,2 to 7 Days,85
E54000044,5-22,DNA,GP,Face-to-Face,1 Day,189
E54000010,1-20,Unknown,GP,Face-to-Face,Same Day,95
E54000026,5-21,DNA,Other Practice staff,Telephone,8  to 14 Days,14
E54000050,12-20,DNA,Other Practice staff,Telephone,8  to 14 Days,61
E54000026,11-20,DNA,Other Practice staff,Unknown,22  to 28 Days,3
E54000050,3-21,Attended,GP,Telephone,2 to 7 Days,16822
E54000028,12-20,Unknown,Other Practice staff,Video/Online,1 Day,4
E54000062,1-22,Attended,Other Practice staff,Home Visit,1 Day,140
E54000026,1-21,Unknown,GP,Face-to-Face,More than 28 Days,15
E54000026,9-20,Unknown,GP,Face-to-Face,More than 28 Days,131
E54000043,1-21,Attended,GP,Telephone,Same Day,40683
E54000054,2-20,DNA,GP,Video/Online,More than 28 Days,3
E54000051,7-20,Unknown,Unknown,Unknown,15  to 21 Days,17
E54000038,12-20,Unknown,Other Practice staff,Telephone,2 to 7 Days,297
E54000013,5-20,Unknown,Other Practice staff,Home Visit,22  to 28 Days,15
E54000051,12-20,DNA,Other Practice staff,Telephone,Same Day,33
E54000015,11-21,DNA,GP,Home Visit,2 to 7 Days,1
E54000024,12-21,Attended,GP,Face-to-Face,More than 28 Days,3040
E54000054,12-20,DNA,GP,Face-to-Face,15  to 21 Days,151
E54000051,6-21,Unknown,Unknown,Unknown,More than 28 Days,23
E54000050,10-20,Attended,Other Practice staff,Home Visit,15  to 21 Days,25
E54000057,1-22,Attended,Unknown,Home Visit,8  to 14 Days,3
E54000048,4-22,DNA,GP,Video/Online,2 to 7 Days,1
E54000015,1-20,Attended,Other Practice staff,Home Visit,2 to 7 Days,21
E54000053,2-20,DNA,GP,Face-to-Face,22  to 28 Days,280
E54000031,9-20,Unknown,GP,Unknown,More than 28 Days,19
E54000044,10-20,Unknown,Unknown,Telephone,Same Day,82
E54000029,4-20,DNA,Other Practice staff,Home Visit,1 Day,1
E54000037,3-22,Unknown,GP,Home Visit,8  to 14 Days,8
E54000044,4-22,Unknown,Other Practice staff,Home Visit,8  to 14 Days,7
E54000054,6-20,DNA,Other Practice staff,Telephone,15  to 21 Days,3
E54000027,1-22,DNA,GP,Face-to-Face,22  to 28 Days,365
E54000061,7-20,Unknown,GP,Telephone,15  to 21 Days,45
E54000008,5-21,Attended,GP,Face-to-Face,Unknown / Data Quality,1
E54000052,8-20,Attended,Other Practice staff,Unknown,1 Day,97
E54000010,11-21,DNA,GP,Home Visit,2 to 7 Days,2
E54000051,5-20,Unknown,GP,Face-to-Face,More than 28 Days,491
E54000025,1-22,DNA,GP,Telephone,2 to 7 Days,43
E54000050,7-20,Unknown,Other Practice staff,Unknown,1 Day,2
E54000029,8-21,DNA,Unknown,Face-to-Face,Same Day,37
E54000042,4-20,Unknown,GP,Telephone,15  to 21 Days,22
E54000050,5-22,Attended,Other Practice staff,Home Visit,22  to 28 Days,12
E54000044,1-21,Attended,Unknown,Face-to-Face,8  to 14 Days,2
E54000025,8-21,Attended,GP,Telephone,More than 28 Days,824
E54000050,3-20,DNA,GP,Home Visit,Same Day,2
E54000008,5-22,Unknown,Other Practice staff,Face-to-Face,More than 28 Days,207
E54000008,7-21,Unknown,GP,Face-to-Face,Unknown / Data Quality,3
E54000010,1-21,Attended,Other Practice staff,Face-to-Face,Same Day,5696
E54000022,3-22,Unknown,GP,Home Visit,15  to 21 Days,3
E54000008,3-21,Unknown,Other Practice staff,Face-to-Face,Unknown / Data Quality,7
E54000057,6-22,Attended,Other Practice staff,Telephone,More than 28 Days,422
E54000055,5-22,DNA,Other Practice staff,Home Visit,2 to 7 Days,22
E54000025,12-21,Unknown,Unknown,Unknown,1 Day,68
E54000048,5-21,DNA,Other Practice staff,Telephone,More than 28 Days,3
E54000056,5-20,Attended,Other Practice staff,Video/Online,22  to 28 Days,27
E54000031,11-20,Unknown,GP,Telephone,More than 28 Days,38
E54000054,8-21,Attended,GP,Telephone,Same Day,16138
E54000055,5-21,Unknown,Unknown,Telephone,1 Day,11
E54000054,3-20,Attended,Other Practice staff,Home Visit,15  to 21 Days,8
E54000008,10-21,Attended,Unknown,Home Visit,Same Day,184
E54000051,2-21,Unknown,Unknown,Telephone,1 Day,4
E54000039,5-22,Unknown,GP,Face-to-Face,22  to 28 Days,253
E54000051,4-22,Attended,Other Practice staff,Home Visit,22  to 28 Days,4
E54000042,2-20,Unknown,GP,Telephone,2 to 7 Days,489
E54000051,1-22,DNA,GP,Home Visit,1 Day,2
E54000044,11-21,DNA,Unknown,Face-to-Face,More than 28 Days,1
E54000051,3-22,Attended,GP,Face-to-Face,1 Day,3302
E54000010,5-22,Unknown,Unknown,Face-to-Face,2 to 7 Days,26
E54000008,7-21,Unknown,GP,Face-to-Face,More than 28 Days,4
E54000050,6-22,DNA,Other Practice staff,Telephone,More than 28 Days,27
E54000048,8-20,Unknown,Other Practice staff,Face-to-Face,15  to 21 Days,143
E54000048,3-21,DNA,Other Practice staff,Telephone,22  to 28 Days,17
E54000059,6-21,DNA,GP,Face-to-Face,15  to 21 Days,173
E54000032,4-20,DNA,GP,Telephone,More than 28 Days,36
E54000029,2-22,DNA,Other Practice staff,Face-to-Face,Same Day,2417
E54000029,6-21,Attended,GP,Telephone,More than 28 Days,790
E54000051,1-20,Unknown,Other Practice staff,Telephone,1 Day,64
E54000051,3-20,Unknown,GP,Face-to-Face,More than 28 Days,288
E54000019,8-20,Unknown,GP,Telephone,22  to 28 Days,30
E54000042,5-22,Unknown,GP,Unknown,1 Day,8
E54000027,11-20,DNA,Other Practice staff,Face-to-Face,More than 28 Days,1133
E54000042,4-20,DNA,GP,Face-to-Face,8  to 14 Days,112
E54000039,3-21,DNA,GP,Telephone,Same Day,1209
E54000039,3-22,Unknown,Unknown,Home Visit,15  to 21 Days,13
E54000023,1-22,Attended,Other Practice staff,Telephone,More than 28 Days,506
E54000042,5-22,Attended,Other Practice staff,Video/Online,2 to 7 Days,899
E54000027,7-20,Attended,GP,Face-to-Face,8  to 14 Days,8545
E54000044,1-21,Unknown,Unknown,Home Visit,1 Day,2
E54000057,12-21,Unknown,GP,Face-to-Face,Same Day,657
E54000044,10-20,Attended,Other Practice staff,Telephone,1 Day,1373
E54000048,1-20,Unknown,Other Practice staff,Telephone,8  to 14 Days,11
E54000044,8-20,Attended,Unknown,Home Visit,8  to 14 Days,1
E54000008,11-20,DNA,Other Practice staff,Video/Online,More than 28 Days,2
E54000056,1-20,DNA,GP,Face-to-Face,1 Day,408
E54000051,9-20,Unknown,Unknown,Unknown,22  to 28 Days,51
E54000023,3-20,Unknown,GP,Telephone,1 Day,78
E54000051,2-20,Unknown,Other Practice staff,Telephone,2 to 7 Days,28
E54000048,2-21,Unknown,GP,Telephone,2 to 7 Days,33
E54000008,10-20,DNA,Other Practice staff,Face-to-Face,Same Day,266
E54000023,12-20,Unknown,Other Practice staff,Face-to-Face,22  to 28 Days,69
E54000061,6-22,Attended,Other Practice staff,Face-to-Face,More than 28 Days,10587
E54000044,10-20,Unknown,GP,Face-to-Face,15  to 21 Days,258
E54000051,8-21,Unknown,Other Practice staff,Home Visit,1 Day,18
E54000026,8-21,DNA,Other Practice staff,Face-to-Face,22  to 28 Days,135
E54000015,1-21,Unknown,GP,Face-to-Face,22  to 28 Days,222
E54000056,5-22,Unknown,Other Practice staff,Video/Online,22  to 28 Days,6
E54000050,8-21,Unknown,GP,Telephone,1 Day,57
E54000050,9-20,DNA,Other Practice staff,Home Visit,15  to 21 Days,1
E54000057,1-21,DNA,Unknown,Telephone,Same Day,43
E54000030,7-20,Attended,GP,Unknown,2 to 7 Days,6978
E54000050,3-20,Attended,GP,Telephone,8  to 14 Days,2632
E54000026,6-20,Attended,Unknown,Unknown,Same Day,389
E54000013,2-22,Unknown,GP,Face-to-Face,1 Day,66
E54000057,7-20,DNA,GP,Telephone,15  to 21 Days,39
E54000027,9-21,DNA,Other Practice staff,Home Visit,Same Day,4
E54000015,7-20,Unknown,Other Practice staff,Face-to-Face,8  to 14 Days,514
E54000023,5-22,Attended,Other Practice staff,Telephone,22  to 28 Days,702
E54000023,11-21,Unknown,Unknown,Face-to-Face,2 to 7 Days,42
E54000032,12-21,DNA,GP,Home Visit,1 Day,14
E54000050,9-20,Unknown,GP,Face-to-Face,2 to 7 Days,707
E54000023,4-22,Attended,Unknown,Telephone,Same Day,76
E54000013,7-21,Attended,Unknown,Unknown,22  to 28 Days,443
E54000023,12-21,Unknown,Other Practice staff,Face-to-Face,15  to 21 Days,594
E54000010,2-21,Unknown,Unknown,Home Visit,Same Day,20
E54000051,2-22,Attended,Other Practice staff,Unknown,More than 28 Days,1
E54000042,3-20,DNA,GP,Video/Online,8  to 14 Days,1
E54000027,8-21,Attended,Other Practice staff,Home Visit,2 to 7 Days,143
E54000030,5-22,Unknown,Unknown,Face-to-Face,More than 28 Days,4
E54000040,12-21,DNA,GP,Telephone,1 Day,26
E54000050,11-20,Attended,Unknown,Unknown,2 to 7 Days,3093
E54000048,4-20,Attended,Other Practice staff,Face-to-Face,22  to 28 Days,297
E54000057,1-22,DNA,GP,Face-to-Face,2 to 7 Days,96
E54000050,2-21,Attended,GP,Face-to-Face,Unknown / Data Quality,16
E54000057,1-21,DNA,Other Practice staff,Unknown,15  to 21 Days,6
E54000057,1-22,DNA,Other Practice staff,Face-to-Face,1 Day,179
E54000023,10-21,Attended,GP,Telephone,22  to 28 Days,646
E54000054,10-20,Attended,GP,Telephone,15  to 21 Days,2622
E54000036,5-20,DNA,Other Practice staff,Telephone,1 Day,335
E54000048,4-21,Unknown,GP,Telephone,More than 28 Days,39
E54000008,3-22,Attended,Unknown,Home Visit,Unknown / Data Quality,4
E54000008,6-20,Attended,Unknown,Face-to-Face,Same Day,875
E54000057,11-20,Unknown,Unknown,Telephone,15  to 21 Days,1
E54000010,5-20,Unknown,Other Practice staff,Face-to-Face,2 to 7 Days,238
E54000011,10-21,DNA,Other Practice staff,Unknown,2 to 7 Days,150
E54000034,3-20,Unknown,Unknown,Face-to-Face,22  to 28 Days,3
E54000022,12-21,DNA,GP,Home Visit,15  to 21 Days,1
E54000044,4-20,Unknown,GP,Unknown,More than 28 Days,50
E54000008,9-20,Attended,Other Practice staff,Home Visit,More than 28 Days,16
E54000054,6-21,Attended,GP,Telephone,8  to 14 Days,3496
E54000025,11-21,Unknown,GP,Home Visit,Unknown / Data Quality,17
E54000015,10-20,Attended,Other Practice staff,Face-to-Face,Same Day,15623
E54000042,10-20,Attended,GP,Telephone,Same Day,11422
E54000054,4-20,DNA,Unknown,Telephone,Same Day,21
E54000053,5-21,DNA,GP,Unknown,22  to 28 Days,2
E54000050,11-21,Attended,Other Practice staff,Home Visit,15  to 21 Days,10
E54000008,4-22,Unknown,Unknown,Telephone,1 Day,3
E54000010,6-20,Unknown,GP,Face-to-Face,22  to 28 Days,3
E54000053,6-20,Attended,Other Practice staff,Face-to-Face,More than 28 Days,554
E54000062,2-20,Unknown,GP,Face-to-Face,1 Day,531
E54000032,3-21,Attended,Other Practice staff,Unknown,Same Day,7281
E54000038,9-21,DNA,Other Practice staff,Telephone,1 Day,135
E54000056,12-20,Attended,GP,Face-to-Face,15  to 21 Days,2088
E54000060,6-21,DNA,Other Practice staff,Telephone,8  to 14 Days,5
E54000008,7-21,Unknown,GP,Home Visit,2 to 7 Days,12
E54000041,5-20,Unknown,GP,Telephone,Same Day,555
E54000025,4-20,Unknown,Other Practice staff,Home Visit,1 Day,8
E54000057,5-22,Attended,GP,Telephone,22  to 28 Days,738
E54000029,7-21,Unknown,GP,Unknown,1 Day,6
E54000057,3-21,Attended,Other Practice staff,Telephone,2 to 7 Days,1206
E54000010,4-21,Unknown,GP,Telephone,8  to 14 Days,84
E54000029,10-21,Unknown,Other Practice staff,Telephone,1 Day,438
E54000058,7-21,DNA,Unknown,Telephone,Same Day,19
E54000053,6-22,Unknown,Other Practice staff,Telephone,2 to 7 Days,249
E54000026,2-20,Unknown,GP,Telephone,More than 28 Days,13
E54000037,1-20,Attended,Unknown,Telephone,Same Day,1464
E54000050,6-20,Attended,Unknown,Face-to-Face,Same Day,316
E54000026,5-20,DNA,GP,Face-to-Face,15  to 21 Days,7
E54000027,2-21,Attended,Other Practice staff,Video/Online,2 to 7 Days,2290
E54000051,2-22,Unknown,GP,Face-to-Face,15  to 21 Days,100
E54000023,7-21,Unknown,GP,Telephone,8  to 14 Days,80
E54000044,2-20,Unknown,GP,Unknown,1 Day,9
E54000041,1-22,Unknown,GP,Telephone,1 Day,46
E54000044,10-21,Unknown,GP,Home Visit,8  to 14 Days,22
E54000050,6-21,Attended,Other Practice staff,Home Visit,15  to 21 Days,11
E54000008,5-22,DNA,Other Practice staff,Face-to-Face,22  to 28 Days,73
E54000026,2-22,DNA,GP,Telephone,More than 28 Days,3
E54000057,1-20,Attended,GP,Telephone,22  to 28 Days,224
E54000052,3-21,Unknown,Other Practice staff,Home Visit,1 Day,11
E54000018,10-21,DNA,GP,Face-to-Face,2 to 7 Days,2754
E54000023,7-21,Unknown,GP,Home Visit,Same Day,3
E54000048,4-22,Unknown,GP,Telephone,Same Day,245
E54000041,5-22,DNA,Other Practice staff,Home Visit,Same Day,8
E54000008,9-20,Attended,Other Practice staff,Face-to-Face,2 to 7 Days,6838
E54000013,2-22,Unknown,Unknown,Telephone,1 Day,1
E54000057,8-20,Attended,Other Practice staff,Home Visit,1 Day,102
E54000029,12-20,Attended,Other Practice staff,Telephone,Unknown / Data Quality,35
E54000050,7-21,Attended,Other Practice staff,Telephone,1 Day,1233
E54000054,5-22,DNA,Other Practice staff,Video/Online,2 to 7 Days,1
E54000058,8-21,Attended,Other Practice staff,Face-to-Face,8  to 14 Days,26344
E54000051,4-22,Attended,GP,Face-to-Face,Same Day,13483
E54000044,3-21,Unknown,GP,Unknown,Same Day,37
E54000011,3-20,Unknown,Unknown,Face-to-Face,22  to 28 Days,2
E54000044,4-21,Unknown,Other Practice staff,Face-to-Face,8  to 14 Days,990
E54000023,2-22,DNA,Unknown,Face-to-Face,2 to 7 Days,490
E54000057,2-21,DNA,Other Practice staff,Face-to-Face,2 to 7 Days,537
E54000022,12-21,DNA,Unknown,Unknown,1 Day,71
E54000061,12-21,DNA,GP,Telephone,22  to 28 Days,69
E54000050,1-22,Attended,Unknown,Unknown,More than 28 Days,80
E54000008,6-22,Unknown,GP,Face-to-Face,Same Day,233
E54000061,4-20,Attended,Unknown,Unknown,Unknown / Data Quality,4
E54000032,11-21,Attended,GP,Face-to-Face,15  to 21 Days,9249
E54000042,4-20,Attended,Unknown,Face-to-Face,Same Day,2463
E54000059,12-21,Attended,GP,Telephone,Unknown / Data Quality,2
E54000050,10-21,DNA,Other Practice staff,Video/Online,8  to 14 Days,40
E54000051,7-21,DNA,Other Practice staff,Video/Online,Same Day,7
E54000026,3-20,Attended,Other Practice staff,Telephone,Same Day,2585
E54000038,3-22,Unknown,Other Practice staff,Home Visit,1 Day,27
E54000057,6-21,Unknown,GP,Face-to-Face,More than 28 Days,48
E54000054,12-21,Unknown,Other Practice staff,Telephone,Unknown / Data Quality,1
E54000058,3-22,Unknown,Other Practice staff,Face-to-Face,Same Day,848
E54000027,1-21,Attended,Other Practice staff,Telephone,More than 28 Days,707
E54000034,3-20,DNA,GP,Face-to-Face,15  to 21 Days,356
E54000061,5-20,DNA,GP,Telephone,More than 28 Days,2
E54000057,9-21,DNA,Other Practice staff,Face-to-Face,8  to 14 Days,1394
E54000010,7-21,Attended,Unknown,Unknown,22  to 28 Days,1
E54000031,11-21,Attended,Other Practice staff,Face-to-Face,8  to 14 Days,41822
E54000044,11-21,DNA,GP,Telephone,1 Day,184
E54000026,1-20,Attended,Other Practice staff,Home Visit,More than 28 Days,2
E54000062,5-20,Unknown,Other Practice staff,Telephone,Same Day,1027
E54000061,1-21,Unknown,Unknown,Unknown,22  to 28 Days,13
E54000051,6-21,Attended,GP,Face-to-Face,2 to 7 Days,6936
E54000024,6-21,Attended,GP,Face-to-Face,More than 28 Days,3097
E54000055,5-20,Unknown,GP,Unknown,Same Day,11
E54000044,9-21,DNA,Other Practice staff,Face-to-Face,Unknown / Data Quality,13
E54000053,3-22,Attended,GP,Telephone,More than 28 Days,1549
E54000057,9-20,Unknown,GP,Home Visit,2 to 7 Days,7
E54000029,1-21,Attended,Other Practice staff,Telephone,1 Day,9065
E54000054,8-21,Attended,Other Practice staff,Telephone,More than 28 Days,942
E54000023,11-20,DNA,Unknown,Unknown,8  to 14 Days,38
E54000057,4-20,Attended,GP,Home Visit,Same Day,120
E54000050,6-21,DNA,GP,Video/Online,Same Day,1
E54000051,5-21,Unknown,GP,Home Visit,22  to 28 Days,1
E54000056,2-20,Unknown,GP,Telephone,Unknown / Data Quality,3
E54000048,1-21,DNA,Unknown,Telephone,2 to 7 Days,1
E54000026,3-20,Unknown,Unknown,Home Visit,1 Day,3
E54000054,6-20,Attended,Other Practice staff,Face-to-Face,8  to 14 Days,1700
E54000051,1-22,Unknown,Other Practice staff,Telephone,22  to 28 Days,32
E54000051,11-21,Attended,Unknown,Telephone,22  to 28 Days,3
E54000034,5-21,Unknown,GP,Telephone,2 to 7 Days,274
E54000008,5-20,Unknown,Other Practice staff,Face-to-Face,8  to 14 Days,122
E54000043,6-22,DNA,Unknown,Unknown,Same Day,35
E54000044,2-21,Attended,Other Practice staff,Home Visit,Unknown / Data Quality,11
E54000057,1-21,Unknown,Other Practice staff,Face-to-Face,15  to 21 Days,172
E54000057,10-20,Unknown,GP,Telephone,1 Day,63
E54000041,4-22,Unknown,Other Practice staff,Telephone,More than 28 Days,61
E54000025,3-20,Attended,Unknown,Unknown,2 to 7 Days,646
E54000008,5-22,DNA,Other Practice staff,Telephone,22  to 28 Days,5
E54000010,11-20,Unknown,GP,Home Visit,Same Day,29
E54000050,2-21,Unknown,Unknown,Unknown,2 to 7 Days,101
E54000058,2-20,DNA,GP,Video/Online,Same Day,14
E54000061,12-21,Unknown,Unknown,Telephone,8  to 14 Days,7
E54000022,1-22,DNA,Unknown,Unknown,8  to 14 Days,60
E54000008,3-21,Attended,GP,Telephone,15  to 21 Days,386
E54000057,11-20,DNA,Other Practice staff,Face-to-Face,22  to 28 Days,110
E54000054,2-20,Unknown,GP,Telephone,8  to 14 Days,23
E54000029,4-20,Unknown,Unknown,Face-to-Face,15  to 21 Days,1
E54000054,8-20,DNA,GP,Telephone,2 to 7 Days,215
E54000050,9-21,Unknown,Other Practice staff,Video/Online,22  to 28 Days,1
E54000042,4-22,DNA,Other Practice staff,Video/Online,More than 28 Days,3
E54000053,10-20,Unknown,GP,Telephone,1 Day,55
E54000008,3-22,DNA,Other Practice staff,Face-to-Face,Same Day,231
E54000057,9-21,Unknown,Unknown,Home Visit,More than 28 Days,8
E54000058,3-20,Attended,GP,Home Visit,Same Day,501
E54000050,9-21,Attended,GP,Telephone,22  to 28 Days,1351
E54000030,8-20,Attended,GP,Unknown,15  to 21 Days,429
